Series_reference,Period,Data_value,name,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4
BDCQ.SF2CC9CA,2020.06,291.409,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Furniture and Other Manufacturing,Current prices,Unadjusted
BDCQ.SF2CC9CA,2020.09,411.148,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Furniture and Other Manufacturing,Current prices,Unadjusted
BDCQ.SF2CC9CA,2020.12,399.877,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Furniture and Other Manufacturing,Current prices,Unadjusted
BDCQ.SF2CC9CA,2021.03,357.997,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Furniture and Other Manufacturing,Current prices,Unadjusted
BDCQ.SF2CC9CA,2021.06,377.323,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Furniture and Other Manufacturing,Current prices,Unadjusted
BDCQ.SF2CC9CA,2021.09,430.886,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Furniture and Other Manufacturing,Current prices,Unadjusted
BDCQ.SF2CC9CA,2021.12,437.344,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Furniture and Other Manufacturing,Current prices,Unadjusted
BDCQ.SF2CC9CA,2022.03,425.89,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Furniture and Other Manufacturing,Current prices,Unadjusted
BDCQ.SF2CC9CA,2022.06,464.214,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Furniture and Other Manufacturing,Current prices,Unadjusted
BDCQ.SF2CC9CA,2022.09,488.221,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Furniture and Other Manufacturing,Current prices,Unadjusted
