Series_reference,Period,Data_value,name,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4
BDCQ.SF1CC6CA,2019.09,955.735,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC6CA,2019.12,944.601,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC6CA,2020.03,860.444,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC6CA,2020.06,723.382,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC6CA,2020.09,1033.746,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC6CA,2020.12,1024.605,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC6CA,2021.03,961.839,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC6CA,2021.06,1066.475,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC6CA,2021.09,902.091,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC6CA,2021.12,1175.036,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC6CA,2022.03,1082.725,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC6CA,2022.06,1178.75,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC6CA,2022.09,1257.909,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC6CA,2022.12,1175.332,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC6CA,2023.03,1062.958,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC6CA,2023.06,1152.64,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC6CA,2023.09,1187.139,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC6CA,2023.12,1159.993,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC6CA,2024.03,1000.639,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC6CA,2024.06,1106.456,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC6CA,2024.09,1123.504,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC6CA,2024.12,1092.194,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC6CS,2016.06,901.666,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CS,2016.09,889.823,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CS,2016.12,890.682,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CS,2017.03,895.881,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CS,2017.06,882.468,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CS,2017.09,902.402,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CS,2017.12,919.588,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CS,2018.03,881.92,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CS,2018.06,895.515,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CS,2018.09,920.226,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CS,2018.12,893.794,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CS,2019.03,945.208,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CS,2019.06,944.189,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CS,2019.09,914.684,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CS,2019.12,920.061,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CS,2020.03,928.634,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CS,2020.06,722.171,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CS,2020.09,987.083,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CS,2020.12,1000.519,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CS,2021.03,1039.452,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CS,2021.06,1062.655,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CS,2021.09,860.185,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CS,2021.12,1149.944,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CS,2022.03,1170.64,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CS,2022.06,1172.849,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CS,2022.09,1199.982,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CS,2022.12,1149.342,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CS,2023.03,1151.628,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CS,2023.06,1145.576,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CS,2023.09,1131.912,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CS,2023.12,1134.834,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CS,2024.03,1085.104,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CS,2024.06,1098.334,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CS,2024.09,1072.058,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CS,2024.12,1067.83,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC6CT,2016.06,886.046,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC6CT,2016.09,896.226,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC6CT,2016.12,891.753,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC6CT,2017.03,890.381,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC6CT,2017.06,888.933,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC6CT,2017.09,903.578,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC6CT,2017.12,907.97,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC6CT,2018.03,892.66,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC6CT,2018.06,896.28,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC6CT,2018.09,909.617,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC6CT,2018.12,919.372,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC6CT,2019.03,937.318,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC6CT,2019.06,940.436,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC6CT,2019.09,921.664,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC6CT,2019.12,916.273,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC6CT,2020.03,932.152,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC6CT,2020.06,958.873,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC6CT,2020.09,983.612,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC6CT,2020.12,1006.397,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC6CT,2021.03,1034.191,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC6CT,2021.06,1065.125,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC6CT,2021.09,1103.271,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC6CT,2021.12,1146.244,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC6CT,2022.03,1169.059,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC6CT,2022.06,1180.147,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC6CT,2022.09,1176.312,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC6CT,2022.12,1160.007,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC6CT,2023.03,1147.934,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC6CT,2023.06,1143.853,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC6CT,2023.09,1137.556,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC6CT,2023.12,1126.13,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC6CT,2024.03,1110.391,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC6CT,2024.06,1091.159,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC6CT,2024.09,1076.51,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC6CT,2024.12,1067.328,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Trend
BDCQ.SF1CC7CA,2016.06,2432.778,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CA,2016.09,2498.432,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CA,2016.12,2499.28,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CA,2017.03,2362.348,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CA,2017.06,2677.296,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CA,2017.09,2745.004,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CA,2017.12,2640.204,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CA,2018.03,2520.431,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CA,2018.06,2831.651,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CA,2018.09,2928.06,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CA,2018.12,2860.894,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CA,2019.03,2642.363,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CA,2019.06,2871.895,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CA,2019.09,3041.137,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CA,2019.12,2916.519,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CA,2020.03,2599.168,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CA,2020.06,2260.46,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CA,2020.09,3070.947,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CA,2020.12,2999.024,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CA,2021.03,2754.132,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CA,2021.06,3230.641,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CA,2021.09,2879.037,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CA,2021.12,3714.878,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CA,2022.03,3424.98,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CA,2022.06,3859.858,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CA,2022.09,3936.53,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CA,2022.12,3746.889,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CA,2023.03,3336.398,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CA,2023.06,3743.199,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CA,2023.09,3780.713,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CA,2023.12,3646.7,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CA,2024.03,3159.526,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CA,2024.06,3535.776,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CA,2024.09,3384.032,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CA,2024.12,3207.87,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted
BDCQ.SF1CC7CS,2016.06,2391.702,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC7CS,2016.09,2402.024,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC7CS,2016.12,2469.271,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC7CS,2017.03,2543.936,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC7CS,2017.06,2630.574,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Seasonally adjusted
BDCQ.SF1CC7CS,2017.09,2631.607,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Seasonally adjusted
